URL,ID,Título,Fecha de publicación,Idioma,Tipo,Transcripción,URLs encontradas
https://www.youtube.com/watch?v=B6O5Iiqz_qg,B6O5Iiqz_qg,Quieres una vida CÓMODA? piensa otra vez #shorts,2023-07-04T01:23:36Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=dlKWHySxxcM,dlKWHySxxcM,La raíz de tu ANSIEDAD que NADIE te ha explicado: Jordan Peterson,2023-03-17T21:00:06Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=BJpR1Eyo4YY,BJpR1Eyo4YY,#23 | CHAT GPT: ¿La Inteligencia Artificial que  se quedará con tu trabajo?,2023-01-09T23:49:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=l3rDV6TxOd0,l3rDV6TxOd0,240k antes // 240k ahora  #shorts #motivacion  #motivaciongym  #powerlifting  #pesomuerto,2022-12-12T02:41:07Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=IC1ez65dTjs,IC1ez65dTjs,Por qué  hay más gente en DEPRESIÓN que NUNCA #shorts  #jordanpeterson  #ansiedad  #appsclavitud,2022-12-11T22:16:11Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Y_ax8H3UfNk,Y_ax8H3UfNk,Toma en cuenta esto para  un crecer tu pecho #powerlifting  #shorts  #motivaciongym  #masculinidad,2022-11-11T03:23:04Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Vh6NUR4FhrU,Vh6NUR4FhrU,Cuando #Thor dijo...  #shorts  #shortvideo  #deadlift  #pesomuerto  #powerlifting  #fuerza,2022-10-30T22:56:05Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=89YCeuakUPg,89YCeuakUPg,Cómo es entrenar #fuerza #benchpress  #powerlifting  #gym #shorts #motivation  #motivacion,2022-10-07T04:04:52Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=ObaKFH1AlJ0,ObaKFH1AlJ0,Cómo es entrenar fuerza #shorts  #deadlift  #pesomuerto  #powerlifting  #gym  #gymrat #masculinidad,2022-10-06T03:02:41Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=FEtyXcIDnGA,FEtyXcIDnGA,Cómo es entrenar fuerza #shorts  #fuerza #powerlifting  #deadlift #pesomuerto #motivacion #gym,2022-10-04T20:29:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=8I45pG0Eb4Y,8I45pG0Eb4Y,Episodio #01 | Cansado de mi existencia: La conversión de Shia Labeouf | Appsclavitud Podcast,2022-09-26T22:17:23Z,N/A,N/A,Transcripción no disponible,
